"DKB-0047","EF-DE","BROWN ","M","Rp50,000","","DRESS KATUN","B"
"DKB-0048","MAISON DE PLAGE","GREY","L","Rp50,000","","DRESS KATUN","B"
"DKB-0049","BURETTE CLUB","MOTIF","M","Rp50,000","","DRESS KATUN","B"
"DKB-0053","NO BRAND 12","STRIPE","M","Rp50,000","","DRESS KATUN","B"
"DKB-0056","SUNNY CLOUDS","GREY","L","Rp50,000","","DRESS KATUN","B"
"DKB-0057","CLOSE UP","MOTIF","M","Rp50,000","","DRESS KATUN","B"
"DKB-0058","LYNN","YELLOW","M","Rp50,000","","DRESS KATUN","B"
"DKB-0062","KHALITA","BLACK","M","Rp50,000","","DRESS KATUN","B"
"DKB-0063","KOREAN BRAND","NAVY","M","Rp50,000","","DRESS KATUN","B"
"DKB-0065","SORSA","NAVY","XL","Rp50,000","","DRESS KATUN","B"
"DKB-0066","XLO BRAND ","GREY","M","Rp50,000","","DRESS KATUN","B"
"DKB-0067","A.V.V STANDARD","GREY NAVY","M","Rp50,000","","DRESS KATUN","B"
"DKB-0068","W CLOSET WEARS INC","MOTIF","M","Rp50,000","","DRESS KATUN","B"
"DKB-0069","LBC","MOTIF","L","Rp50,000","","DRESS KATUN","B"
"DKB-0070","MAMMY LUNA ","MOTIF","M","Rp50,000","","DRESS KATUN","B"
"DKB-0071","ROPI PICNIC","BLACK","M","Rp50,000","","DRESS KATUN","B"
