SFB-0305,VIA MODE,COLORFUL,M,70000,MOTIF,SHIRT FEMALE,B
SFB-0306,TABLOT,RED,L,70000,MOTIF,SHIRT FEMALE,B
SFB-0307,90ANS,WHITE,M,70000,MOTIF,SHIRT FEMALE,B
SFB-0308,VISBY,"BLUE, WHITE",M,70000,MOTIF,SHIRT FEMALE,B
SFB-0309,SLOWLIFE,WHITE,L,70000,MOTIF,SHIRT FEMALE,B
SFB-0310,NO BRAND ,WHITE,L,70000,MOTIF,SHIRT FEMALE,B
DKB-0001,ceald,motif,M,50000,,DRESS KATUN,B
DKB-0003,native wit,grey,M,50000,,DRESS KATUN,B
DKB-0004,no brand 3,grey stripe,M,50000,,DRESS KATUN,B
DKB-0005,francaise,stripe purple,M,50000,,DRESS KATUN,B
DKB-0006,samansa mos2,navy,M,50000,,DRESS KATUN,B
DKB-0007,simplicite,white,M,50000,,DRESS KATUN,B
DKB-0008,atsuro tayana ,black,M,50000,,DRESS KATUN,B
DKB-0009,No brand 4,stripe,M,50000,,DRESS KATUN,B
DKB-0010,"N, ",grey,M,50000,,DRESS KATUN,B
DKB-0011,monteu,stripe navy ,M,50000,,DRESS KATUN,B
DKB-0012,UNIQLO,GREY,M,50000,,DRESS KATUN,B
DKB-0013,No brand 5,yellow,M,50000,,DRESS KATUN,B
DKB-0015,la foret,stripe black grey,M,50000,,DRESS KATUN,B
DKB-0016,fait mains,motif,M,50000,,DRESS KATUN,B
DKB-0017,MALAIKA,Motif,M,50000,,DRESS KATUN,B
DKB-0018,native wit,motif,M,50000,,DRESS KATUN,B
DKB-0019,No brand 7,navy,M,50000,,DRESS KATUN,B
DKB-0020,Coen,stripe maroon,M,50000,,DRESS KATUN,B
DKB-0021,BARBARELLA,Motif,M,50000,,DRESS KATUN,B
DKB-0022,no brand 8,navy,M,50000,,DRESS KATUN,B
DKB-0023,sorridere,blue light,M,50000,,DRESS KATUN,B
DKB-0024,world champion,black,M,50000,,DRESS KATUN,B
DKB-0025,carnaby,motif,M,50000,,DRESS KATUN,B
DKB-0026,bateaumouche,motif,S,50000,,DRESS KATUN,B
DKB-0027,Maple sugar,motif,S,50000,,DRESS KATUN,B
DKB-0028,Arabis,stripe,S,50000,,DRESS KATUN,B
